No,Kode Saham,Nama Perusahaan,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
162,BSSR,Baramulti Suksessarana Tbk.,0,3900,3840,3870,-10,240600,929483000,483,198.5,3880,32200,3870,26000,2616500000,2616500000,242287900,9600,11600,0,0,0
163,BSWD,Bank Of India Indonesia Tbk.,0,0,0,1185,0,0,0,0,1306.7,0,0,0,0,3651978177,3651978177,82534707,0,0,0,0,0
164,BTEK,Bumi Teknokultura Unggul Tbk,0,0,0,50,0,0,0,0,383.1,50,317708700,0,0,46277496376,46277496376,20139966423,0,0,0,0,0
165,BTEL,Bakrie Telecom Tbk.,0,0,0,50,0,0,0,0,46.9,0,0,0,0,36822665755,36822665755,18543894474,0,0,0,0,0
166,BTON,Betonjaya Manunggal Tbk.,0,428,428,428,0,100,42800,1,1429.4,426,200,418,600,720000000,720000000,64080000,0,0,0,0,0
167,BTPN,Bank BTPN Tbk.,0,2600,2580,2580,-30,1500,3877000,13,499.5,2600,700,2570,500,8066054461,8066054461,423467859,100,0,0,0,0
168,BTPS,Bank BTPN Syariah Tbk.,0,1740,1695,1705,-25,3876100,6633785000,1320,174.9,1705,137600,1700,226400,7626663000,7626663000,2287236234,1283700,1099700,0,0,0
169,BUAH,Segar Kumala Indonesia Tbk.,0,1840,1820,1825,0,352800,645708000,408,470.4,1825,13100,1820,13100,1000000000,1000000000,129300000,0,0,0,0,0
170,BUDI,Budi Starch & Sweetener Tbk.,0,256,242,246,-8,618600,152840000,163,133.3,248,100000,246,80200,4498997362,4498997362,1516162111,0,79400,0,0,0
171,BUKA,Bukalapak.com Tbk.,208,212,206,210,0,13209300,2761279800,628,24.7,212,13937500,210,2900,103099967067,103099967067,52004024173,1809700,3717000,20,4200,1
172,BUKK,Bukaka Teknik Utama Tbk.,0,1100,1085,1085,-15,5100,5605500,6,183.9,1120,800,1085,700,2640452000,2640452000,240281132,3700,0,0,0,0
173,BULL,Buana Lintas Lautan Tbk.,0,89,87,89,2,5505100,485060200,304,8.7,89,20600,88,587500,14117801449,14117801449,9593046085,0,1018000,0,0,0
174,BUMI,Bumi Resources Tbk.,0,109,106,107,1,164451700,17695473200,1685,6.2,108,6840400,107,35394500,371320705024,371320705024,131633189931,12610700,90487100,74,7992,1
175,BUVA,Bukit Uluwatu Villa Tbk.,0,53,53,53,4,515400,27316200,22,40.8,53,547100,50,5000,19384746546,19384746546,3215929452,0,500000,0,0,0
176,BVIC,Bank Victoria International Tbk.,0,91,89,90,0,1357200,121795500,85,85.1,90,138700,89,779300,15689753397,15689753397,5712639159,0,0,0,0,0
177,BWPT,Eagle High Plantations Tbk.,0,56,55,56,0,3705600,206244400,126,12.2,56,3072000,55,8004200,31525291000,31525291000,7569222369,0,555800,0,0,0
178,BYAN,Bayan Resources Tbk.,0,18975,18650,18850,200,52200,985567500,151,3250.0,18850,700,18825,1800,33333335000,33333335000,6486666991,5600,24200,0,0,0
179,CAKK,Cahayaputra Asa Keramik Tbk.,0,164,161,161,-1,395500,64070800,85,95.8,162,5000,161,271400,1203300219,1203300219,172553251,0,0,0,0,0
180,CAMP,Campina Ice Cream Industry Tbk.,0,340,334,334,-4,47900,16113000,53,101.2,336,100,334,263600,5885000000,5885000000,561429000,100,0,0,0,0
181,CANI,Capitol Nusantara Indonesia Tbk.,0,80,71,74,0,6200,455700,20,37.0,74,1200,71,2100,833440000,833440000,136934192,0,0,0,0,0
182,CARE,Metro Healthcare Indonesia Tbk.,0,168,163,163,-5,670000,110393400,259,158.3,164,4300,163,263200,33250000000,33250000000,8156225000,228900,0,40940500,6827204000,2
183,CARS,Industri dan Perdagangan Bintraco Dharma Tbk.,0,119,116,116,-1,17544800,2045171500,323,66.3,116,637600,115,7237900,15000000000,15000000000,12738000000,757800,113700,500000,57500000,1
184,CASA,Capital Financial Indonesia Tbk.,0,605,585,595,-5,253641100,151272722500,3189,1087.0,595,276700,590,884700,54476269803,54476269803,17944483273,2082000,11218200,23500000,12455000000,1
185,CASH,Cashlez Worldwide Indonesia Tbk.,0,135,122,126,-7,705900,90629800,149,36.0,126,100,125,7300,1431125517,1431125517,0,35200,0,0,0,0
186,CASS,Cardig Aero Services Tbk.,0,715,705,710,-5,235500,167748000,45,177.5,715,22800,710,6800,2086950000,2086950000,358955400,13300,0,0,0,0
187,CBMF,Cahaya Bintang Medan Tbk.,0,0,0,50,0,0,0,0,31.3,0,0,0,0,1875000000,1875000000,450000000,0,0,0,0,0
188,CBPE,Citra Buana Prasida Tbk.,0,130,127,128,0,101700,13032600,17,85.3,128,3600,127,27400,1356250000,1356130000,271250000,0,0,0,0,0
189,CBRE,Cakra Buana Resources Energi Tbk.,0,50,50,50,0,137200,6860000,28,46.3,50,3295900,0,0,4538024466,4538024466,908965195,0,0,0,0,0
190,CBUT,Citra Borneo Utama Tbk.,0,2230,1940,2190,250,12200,25430500,56,317.4,2190,1300,2020,400,3125000000,3125000000,625000000,800,0,0,0,0
191,CCSI,Communication Cable Systems Indonesia Tbk.,0,468,460,464,-18,70000,32268800,13,222.4,464,2600,460,111100,1199999998,399187998,129600000,0,0,0,0,0
192,CEKA,Wilmar Cahaya Indonesia Tbk.,0,1860,1855,1855,-5,8000,14842000,17,383.3,1855,500,1850,6900,595000000,595000000,76398000,0,0,0,0,0
193,CENT,Centratama Telekomunikasi Indonesia Tbk.,0,71,69,71,1,114800,8021000,34,454.4,71,216400,69,97500,31183464900,31183464900,1194326706,200,0,0,0,0
194,CFIN,Clipan Finance Indonesia Tbk.,0,486,480,480,-6,1538700,742474000,463,37.6,482,35000,480,428900,3984520457,3984520457,1603769484,132200,13100,0,0,0
195,CHEM,Chemstar Indonesia Tbk.,0,118,113,118,2,28101000,3274326000,11315,78.7,118,642000,117,587400,1700014594,1700014594,463763981,142900,1131100,0,0,0
196,CHIP,Pelita Teknologi Global Tbk.,0,2190,2060,2090,-80,989400,2092478000,1015,1306.3,2090,4800,2080,1000,806000000,806000000,0,174200,70000,0,0,0
197,CINT,Chitose Internasional Tbk.,0,191,171,181,3,131000,23980400,109,54.8,181,12400,177,400,1000000000,1000000000,271700000,10600,7000,0,0,0
198,CITA,Cita Mineral Investindo Tbk.,0,2020,1995,2010,10,500,1003500,5,7293.7,2060,100,2000,100,3960361250,3960361250,295838985,100,0,0,0,0
199,CITY,Natura City Developments Tbk.,0,82,78,80,2,1205000,96307800,281,66.7,81,100000,80,176800,5405188966,5405188966,263773222,34400,39700,0,0,0
200,CLAY,Citra Putra Realty Tbk.,0,0,0,200,0,0,0,0,111.1,200,343300,180,1000,2570000000,520000000,477763000,0,0,0,0,0
201,CLEO,Sariguna Primatirta Tbk.,0,670,655,655,-10,1055100,695548000,248,2847.8,660,78100,655,15200,12000000000,12000000000,2704800000,148300,23900,0,0,0
202,CLPI,Colorpak Indonesia Tbk.,0,1000,980,1000,15,585300,582994000,127,500.0,1005,17600,1000,26000,306338500,306338500,87551543,0,0,0,0,0
203,CMNP,Citra Marga Nusaphala Persada Tbk.,0,1555,1535,1550,0,4000,6196500,10,166.0,1550,7800,1545,100,5436304408,5436304408,2228880092,3600,0,0,0,0
204,CMNT,Cemindo Gemilang Tbk.,0,905,890,900,0,38775100,34818139000,1989,132.4,900,172800,895,229900,17125504000,17125504000,2162951155,1051300,338700,0,0,0
205,CMPP,AirAsia Indonesia Tbk.,0,128,122,128,0,68500,8602500,48,24.2,130,2100,128,3000,10685124441,10685124441,809932433,0,0,0,0,0
206,CMRY,Cisarua Mountain Dairy Tbk.,0,3800,3700,3780,70,595100,2231841000,500,122.7,3780,300,3770,400,7934683000,7934683000,1489339999,138800,208400,83,307930,1
207,CNKO,Exploitasi Energi Indonesia Tbk.,0,0,0,50,0,0,0,0,3.3,50,67966400,0,0,8956361206,8956361206,6462014610,0,0,0,0,0
208,CNMA,Nusantara Sejahtera Raya Tbk.,0,278,272,272,-4,10721200,2922671800,720,100.7,274,53500,272,8159400,83345000000,8323888000,8334500000,879300,4200000,0,0,0
209,CNTB,Saham Seri B ( Centex Tbk ),0,0,0,250,0,0,0,0,0.0,0,0,0,0,130000000,130000000,0,0,0,0,0,0
210,CNTX,Century Textile Industry Tbk.,0,0,0,122,0,0,0,0,221.8,123,100,122,1000,70000000,70000000,17556000,0,0,0,0,0
211,COAL,Black Diamond Resources Tbk.,0,65,50,60,10,621816900,35995946100,8670,60.0,60,9303600,59,21308700,6250000000,6250000000,2646250000,20030600,6868400,0,0,0
212,COCO,Wahana Interfood Nusantara Tbk.,0,157,150,150,-3,50100,7560200,52,75.8,153,1800,151,2000,889863981,889863981,295434842,0,1200,0,0,0
213,COWL,Cowell Development Tbk.,0,0,0,50,0,0,0,0,38.5,0,0,0,0,4871214021,4871214021,312244819,0,0,0,0,0
214,CPIN,Charoen Pokphand Indonesia Tbk,5600,5700,5575,5600,-50,1995900,11233240000,1339,25504.4,5625,5900,5600,21400,16398000000,16398000000,6578877600,365700,1076900,70,393750,1
215,CPRI,Capri Nusa Satu Properti Tbk.,0,0,0,50,0,0,0,0,40.0,0,0,0,0,2433379958,2433379958,683293092,0,0,0,0,0
216,CPRO,Central Proteina Prima Tbk.,0,55,53,54,0,51179000,2762209600,385,49.1,55,44611100,54,2184500,59572382787,59572382787,20111636429,4750600,671800,0,0,0
217,CRAB,Toba Surimi Industries Tbk.,0,256,250,254,-2,2817500,714858200,115,169.3,256,71000,254,152900,1950000000,1950000000,339300000,50000,96600,0,0,0
218,CRSN,Carsurin Tbk.,0,110,103,105,-5,3546900,372920600,305,84.0,105,162900,104,109200,2892000000,600000000,600090000,0,0,0,0,0
219,CSAP,Catur Sentosa Adiprana Tbk.,0,695,580,620,50,268300,159897000,172,315.1,620,8700,600,86900,5683175151,5683175151,264835962,35200,21400,0,0,0
220,CSIS,Cahayasakti Investindo Sukses Tbk.,0,54,52,53,-1,235500,12438200,22,17.7,54,683200,53,2000,1307000000,1307000000,261400000,0,0,0,0,0
221,CSMI,Cipta Selera Murni Tbk.,0,0,0,3150,0,0,0,0,1607.1,0,0,0,0,816061500,816061500,184021868,0,0,0,0,0
222,CSRA,Cisadane Sawit Raya Tbk.,0,500,492,494,-6,40500,20044200,39,395.2,496,16000,494,115500,2050000000,2050000000,410000000,8000,0,0,0,0
223,CTBN,Citra Tubindo Tbk.,0,1100,1100,1100,25,400,440000,2,919.3,0,0,1100,6800,800371500,800371500,89321459,0,0,0,0,0
224,CTRA,Ciputra Development Tbk.,0,1135,1100,1105,-25,10987500,12174159000,1446,247.4,1110,14000,1105,39500,18535695255,18535695255,8463398453,3559700,2057900,1000000,1108000000,1
225,CTTH,Citatah Tbk.,0,0,0,50,0,0,0,0,2.1,50,3488900,0,0,1230839821,1230839821,539600178,0,0,0,0,0
226,CUAN,Petrindo Jaya Kreasi Tbk.,0,0,0,7000,0,0,0,0,3181.8,0,0,0,0,11241890000,11241890000,1689656067,0,0,0,0,0
227,CYBR,ITSEC Asia Tbk.,0,200,190,195,8,8550500,1664236100,1146,195.0,195,147600,194,49200,6449574702,1008734800,1393753093,1021900,1684400,0,0,0
228,DADA,Diamond Citra Propertindo Tbk.,0,0,0,50,0,0,0,0,49.0,50,45452700,0,0,7431530800,7431530800,2366942560,0,0,0,0,0
229,DART,Duta Anggada Realty Tbk.,0,128,128,128,-6,33600,4300800,8,23.7,136,200,128,20900,3141390962,3141390962,208588360,0,400,0,0,0
230,DAYA,Duta Intidaya Tbk.,0,288,262,270,0,12400,3321600,26,150.8,274,500,264,500,2420547025,2420547025,210587591,0,0,0,0,0
231,DCII,DCI Indonesia Tbk.,0,0,0,34500,0,0,0,0,8214.3,34350,100,32400,100,2383745900,2383745900,442184864,0,0,0,0,0
232,DEAL,Dewata Freightinternational Tbk.,0,0,0,50,0,0,0,0,33.3,50,28406000,0,0,1146170959,1146170959,820429172,0,0,0,0,0
233,DEFI,Danasupra Erapacific Tbk.,0,0,0,1455,0,0,0,0,2920.4,0,0,0,0,687266666,687266666,169273780,0,0,0,0,0
234,DEPO,Caturkarda Depo Bangunan Tbk.,0,378,378,378,2,500,189000,4,78.4,376,500,370,200,6790000000,6790000000,517398000,0,0,0,0,0
235,DEWA,Darma Henwa Tbk,0,77,72,75,2,246375500,18456185500,2471,24.7,76,25330700,75,9904900,21853733792,21853733792,15524892486,21252500,47995000,0,0,0
236,DEWI,Dewi Shri Farmindo Tbk.,0,59,57,58,0,3297700,191515300,270,58.0,59,695700,58,79200,2000000000,2000000000,546000000,0,26200,0,0,0
237,DFAM,Dafam Property Indonesia Tbk.,0,63,63,63,-1,36300,2286900,9,54.8,65,172100,63,77400,1899852850,1899852850,433926391,0,0,0,0,0
238,DGIK,Nusa Konstruksi Enjiniring Tbk.,0,84,81,83,0,29976200,2487686600,1133,36.9,83,803500,82,162500,5541165000,5541165000,1504426298,869900,539400,0,0,0
239,DGNS,Diagnos Laboratorium Utama Tbk.,0,280,270,274,2,92700,25098600,33,137.0,274,24200,270,21700,1250000000,1250000000,275000000,0,0,0,0,0
240,DIGI,Arkadia Digital Media Tbk.,0,50,50,50,0,200,10000,2,125.0,50,27724100,0,0,1625000000,1625000000,657637500,0,0,0,0,0
241,DILD,Intiland Development Tbk.,0,193,188,188,-4,28850900,5468185300,1738,32.8,189,418900,188,199300,10365854185,10365854185,3449756273,8376800,715600,0,0,0
242,DIVA,Distribusi Voucher Nusantara Tbk.,0,214,204,206,2,81800,16947200,69,14.0,208,9400,206,14500,1428571400,1428571400,251571424,0,0,0,0,0
243,DKFT,Central Omega Resources Tbk.,0,130,122,123,-5,11278200,1402818800,1027,316.0,124,70000,123,8200,5638246600,5638246600,1880355241,789900,340200,0,0,0
244,DLTA,Delta Djakarta Tbk.,0,3570,3550,3550,-10,6000,21321000,22,21220.6,3560,300,3540,500,800659050,800659050,119858660,300,0,0,0,0
245,DMAS,Puradelta Lestari Tbk.,0,170,168,169,0,6879600,1157266100,1399,80.5,169,1400,168,2211000,48198111100,48198111100,8540705287,2498300,261100,0,0,0
246,DMMX,Digital Mediatama Maxima Tbk.,0,296,284,286,-6,1387600,401282800,527,124.3,286,700,284,45900,7692307700,7692307700,1687692309,202300,200100,0,0,0
247,DMND,Diamond Food Indonesia Tbk.,0,820,805,820,0,2600,2119500,7,89.6,820,10500,805,2200,9468359000,9468359000,100364605,1700,0,0,0,0
248,DNAR,Bank Oke Indonesia Tbk.,0,123,119,119,-1,465100,55583900,121,117.5,120,52900,119,56900,16867292274,16867292274,809630029,0,0,0,0,0
249,DNET,Indoritel Makmur Internasional Tbk.,0,4520,4510,4520,0,1200,5413000,2,3970.5,4520,800,4510,300,14184000000,14184000000,2157386400,0,0,0,0,0
250,DOID,Delta Dunia Makmur Tbk.,0,390,380,384,-2,9307100,3592639000,1152,519.9,386,130100,384,391100,8621173232,8621173232,4071780117,2551300,1150500,0,0,0
251,DOOH,Era Media Sejahtera Tbk.,0,117,117,117,-13,1301100,152228700,187,117.0,117,25024800,0,0,7737516180,1547516180,1547500000,0,0,0,0,0
252,DPNS,Duta Pertiwi Nusantara Tbk.,0,498,476,498,22,17000,8114200,5,161.8,498,200,478,3400,331129952,331129952,116888873,0,0,0,0,0
253,DPUM,Dua Putra Utama Makmur Tbk.,0,27,27,27,0,67900,1833300,12,4.9,27,777800,26,11100,4175000000,4175000000,1248742500,0,0,0,0,0
254,DRMA,Dharma Polimetal Tbk.,0,1380,1345,1350,-10,3516500,4783601000,1094,270.0,1355,3000,1350,44400,4705882300,4705882300,913411754,1558200,115100,0,0,0
255,DSFI,Dharma Samudera Fishing Industries Tbk.,0,74,71,73,0,547000,39409100,43,41.5,73,49300,72,42700,1857135500,1857135500,570326312,0,0,0,0,0
256,DSNG,Dharma Satya Nusantara Tbk.,0,560,550,555,-5,42444900,23424929000,2143,150.0,555,37300,550,536400,10599842400,10599842400,3512787771,2809200,905400,0,0,0
257,DSSA,Dian Swastatika Sentosa Tbk,0,0,0,51000,0,0,0,0,3400.0,51000,600,45900,100,770552320,770552320,85531308,0,0,0,0,0
258,DUCK,Jaya Bersama Indo Tbk.,0,0,0,176,0,0,0,0,34.9,0,0,0,0,1283330000,1283330000,1074403876,0,0,0,0,0
259,DUTI,Duta Pertiwi Tbk,0,0,0,4490,0,0,0,0,451.6,4490,600,4440,700,1850000000,1850000000,150775000,0,0,0,0,0
260,DVLA,Darya-Varia Laboratoria Tbk.,0,1740,1690,1740,15,137500,238221000,192,640.5,1740,8300,1735,24200,1120000000,1120000000,86912000,1900,4900,0,0,0
261,DWGL,Dwi Guna Laksana Tbk.,0,130,127,129,3,50700,6524700,18,86.0,129,30200,127,68900,9252820991,9252820991,2594491006,5000,100,0,0,0
262,DYAN,Dyandra Media International Tbk.,0,87,84,86,1,4640700,397655300,122,24.6,86,1673200,85,534200,4272964279,4272964279,1004146606,132300,0,0,0,0
263,EAST,Eastparc Hotel Tbk.,0,155,152,154,1,951800,146279800,190,115.8,155,273300,154,582200,4126405336,4126405336,1815618348,0,95400,0,0,0
264,ECII,Electronic City Indonesia Tbk.,0,330,320,324,4,244800,79875800,24,8.0,324,4900,320,3000,1334333000,1334333000,165457292,1400,129900,0,0,0
265,EDGE,Indointernet Tbk.,0,18400,18100,18400,25,10100,185337500,25,249.5,18400,4200,18000,1800,404050000,404050000,5293055,2500,500,0,0,0
266,EKAD,Ekadharma International Tbk.,0,248,246,246,-2,48600,11958800,23,3112.0,248,138300,246,100,3493875000,3493875000,608982413,22400,0,0,0,0
267,ELIT,Data Sinergitama Jaya Tbk.,0,99,97,98,0,2093600,203969900,202,81.7,98,812100,97,1387800,2031510460,561300036,461554817,123900,0,0,0,0
268,ELPI,Pelayaran Nasional Ekalya Purnamasari Tbk.,0,338,316,330,4,10562100,3451795400,1406,165.0,330,299300,328,50000,7412000000,7412000000,1105129200,1754100,1620800,0,0,0
269,ELSA,Elnusa Tbk.,0,418,410,410,-4,17921400,7417136600,1516,102.5,412,85200,410,1691000,7298500000,7298500000,3563127700,5357900,1351300,0,0,0
270,ELTY,Bakrieland Development Tbk.,0,50,50,50,0,100,5000,1,10.3,50,1086890500,0,0,43521913019,43521913019,38055560744,0,0,300000,5100000,1
271,EMDE,Megapolitan Developments Tbk.,0,129,123,123,-4,84200,10430800,36,49.2,123,18900,122,1600,3350000000,3350000000,750065000,500,0,0,0,0
272,EMTK,Elang Mahkota Teknologi Tbk.,555,565,550,560,5,9936400,5531840500,1769,777.8,560,530800,555,300,61241751483,61241751483,15353307097,2145700,4550100,66800,36406000,1
273,ENAK,Champ Resto Indonesia Tbk.,0,1300,1295,1295,0,25200,32759000,11,152.4,1300,58900,1295,27800,2166666800,2166666800,396500024,0,25200,0,0,0
274,ENRG,Energi Mega Persada Tbk.,0,220,212,214,0,21577700,4647329400,1155,17.8,214,231900,212,829700,24821230250,24821230250,10871698850,2343400,873400,0,0,0
275,ENVY,Envy Technologies Indonesia Tbk.,0,0,0,50,0,0,0,0,13.5,0,0,0,0,1800000000,1800000000,1561500000,0,0,0,0,0
276,ENZO,Morenzo Abadi Perkasa Tbk.,0,50,50,50,0,6000,300000,3,47.6,50,12750000,0,0,2162547122,2162547122,650926684,0,0,159700,3194000,1
277,EPAC,Megalestari Epack Sentosaraya Tbk.,0,10,10,10,0,23800,238000,8,9.1,10,993800,9,185500,3303400000,3303400000,822216260,0,0,0,0,0
278,EPMT,Enseval Putera Megatrading Tbk.,0,2600,2600,2600,20,4100,10660000,5,1819.1,2610,1500,2580,1600,2708640000,2708640000,201251952,0,0,0,0,0
279,ERAA,Erajaya Swasembada Tbk.,0,342,332,336,-4,27822100,9385379400,1858,168.6,338,233800,336,56700,15950000000,15950000000,7038735000,10715400,10081500,15433000,5185466000,9
280,ERAL,Sinar Eka Selaras Tbk.,0,318,310,314,-4,2317800,725777400,203,80.5,314,5196000,312,2301500,5187500000,5186273200,1037500000,123400,324400,50000,15900000,1
281,ERTX,Eratex Djaja Tbk.,0,440,430,434,-4,5045200,2185608400,760,184.2,434,81000,432,11816700,1286539792,1286539792,64198336,0,0,0,0,0
282,ESIP,Sinergi Inti Plastindo Tbk.,0,50,50,50,0,7500,375000,10,37.1,50,706600,0,0,1109953847,1109953847,403020333,0,0,0,0,0
283,ESSA,ESSA Industries Indonesia Tbk.,610,630,600,600,-5,27488800,16889062000,3774,1117.1,605,63500,600,65300,17226975700,17226975700,10785809486,5394800,8523600,0,0,0
284,ESTA,Esta Multi Usaha Tbk.,0,82,79,80,0,32922900,2657581700,3388,200.6,80,662400,79,574000,2425354179,2425354179,537458486,0,483700,0,0,0
285,ESTI,Ever Shine Tex Tbk.,0,50,50,50,0,45900,2295000,8,20.1,50,837100,0,0,2015208720,2015208720,171091220,0,0,0,0,0
286,ETWA,Eterindo Wahanatama Tbk,0,115,96,98,-8,13600,1411300,43,8.1,98,100,97,10000,4668671400,4668671400,729246473,2500,0,0,0,0
287,EURO,Estee Gold Feet Tbk.,0,113,101,106,-3,473400,50424200,69,151.4,107,300,103,2000,2548826428,2548826428,0,6700,0,0,0,0
288,EXCL,XL Axiata Tbk.,2160,2260,2140,2220,50,14327900,31761064000,2362,112.7,2220,17300,2210,7600,13128430665,13128430665,4352074765,2377600,693200,0,0,0
289,FAPA,FAP Agri Tbk.,0,5300,5300,5300,0,3300,17490000,7,288.0,5300,1600,5275,5200,3629411800,3629411800,639502359,3300,100,0,0,0
290,FAST,Fast Food Indonesia Tbk.,0,755,740,755,10,14000,10384500,12,2374.7,755,400,750,100,3990277158,3990277158,632458930,1200,1000,0,0,0
291,FASW,Fajar Surya Wisesa Tbk.,0,0,0,5825,0,0,0,0,1334.9,6150,500,4870,100,2477888787,2477888787,5451355,0,0,0,0,0
292,FILM,MD Pictures Tbk.,0,2500,2400,2470,0,5810100,14249088000,4080,1176.2,2470,14700,2450,110800,9511217000,9511217000,1183195395,1330200,1091000,0,0,0
293,FIMP,Fimperkasa Utama Tbk.,0,53,52,52,-2,1350200,71250900,117,41.6,53,37700,52,77400,400000975,400000975,0,0,0,0,0,0
294,FIRE,Alfa Energi Investama Tbk.,0,192,178,190,12,64952700,12148476300,6524,38.0,190,627500,189,563400,1475363179,1475363179,596046724,2487300,3981700,0,0,0
295,FISH,FKS Multi Agro Tbk.,0,0,0,5450,0,0,0,0,4360.0,5500,100,5450,100,480000000,480000000,50496000,0,0,0,0,0
296,FITT,Hotel Fitra International Tbk.,0,595,595,595,0,130400,77588000,11,583.3,600,118600,595,111900,726130199,502130199,390149756,0,0,0,0,0
297,FLMC,Falmaco Nonwoven Industri Tbk.,0,0,0,79,0,0,0,0,39.5,0,0,0,0,781250000,781250000,0,0,0,0,0,0
298,FMII,Fortune Mate Indonesia Tbk,0,444,382,438,18,432800,182889600,510,1033.1,438,3300,434,200,3120999633,3120999633,776321876,38700,14700,0,0,0
299,FOLK,Multi Garam Utama Tbk.,0,67,65,66,0,2628100,173422600,190,66.0,66,180200,65,1057600,3948133300,570000000,1064416738,0,0,0,0,0
300,FOOD,Sentra Food Indonesia Tbk.,0,106,100,102,-6,254500,25827200,98,75.6,103,62300,102,100,650000000,650000000,150020000,0,0,0,0,0
301,FORU,Fortune Indonesia Tbk,0,159,157,157,-1,92300,14501800,40,120.8,158,20000,157,53200,465224000,465224000,50011580,0,0,0,0,0
302,FORZ,Forza Land Indonesia Tbk.,0,0,0,50,0,0,0,0,22.7,0,0,0,0,1984009887,1984009887,1105688710,0,0,0,0,0
303,FPNI,Lotte Chemical Titan Tbk.,0,200,197,199,0,747300,147552400,87,60.4,199,53300,198,16100,5566414000,5566414000,534375744,73900,0,0,0,0
304,FREN,Smartfren Telecom Tbk.,0,54,52,52,-1,133410100,7026591300,1837,2.9,53,20564700,52,142915500,335388082896,335388082896,112925166466,15481400,13852600,0,0,0
305,FUJI,Fuji Finance Indonesia Tbk.,0,288,270,272,-4,14900,4066200,22,247.3,272,20600,268,100,1105000000,1105000000,114478000,0,0,0,0,0
306,FUTR,Lini Imaji Kreasi Ekosistem Tbk.,0,50,50,50,0,27200,1360000,22,50.0,50,8186500,0,0,6390013354,6390013354,1266498623,0,0,0,0,0
307,FWCT,Wijaya Cahaya Timber Tbk.,0,55,53,54,0,2972600,159491500,117,45.8,54,85700,53,2085800,1875000000,1862550000,387562500,0,0,0,0,0
308,GAMA,Aksara Global Development Tbk.,0,0,0,18,0,0,0,0,17.1,0,0,0,0,10011027656,10011027656,6900601363,0,0,61150000,1100700000,1
309,GDST,Gunawan Dianjaya Steel Tbk.,0,129,120,128,1,991700,126551700,97,80.0,128,25500,127,15000,9242500000,9242500000,264335500,0,219500,0,0,0
310,GDYR,Goodyear Indonesia Tbk.,0,0,0,1305,0,0,0,0,1044.0,1345,100,1285,400,410000000,410000000,27921000,0,0,0,0,0
311,GEMA,Gema Grahasarana Tbk.,0,282,278,278,2,1300,364400,5,617.8,280,5000,278,7300,1600000000,1600000000,340800000,800,0,0,0,0
312,GEMS,Golden Energy Mines Tbk.,0,5775,5650,5725,0,42800,243450000,150,229.0,5725,2000,5700,200,5882353000,5882353000,706470595,900,200,0,0,0
313,GGRM,Gudang Garam Tbk.,21675,21875,21425,21550,-50,1114500,24172092500,1507,841.0,21575,2000,21550,37900,1924088000,1924088000,330173501,304600,127600,0,0,0
314,GGRP,Gunung Raja Paksi Tbk.,0,468,464,466,2,3900,1824000,5,55.5,466,49800,462,500,12111376157,12111376157,1230515818,0,0,0,0,0
315,GHON,Gihon Telekomunikasi Indonesia Tbk.,0,1855,1810,1810,-45,700,1294000,5,154.7,1855,100,1730,200,550000000,550000000,72050000,200,0,0,0,0
316,GIAA,Garuda Indonesia (Persero) Tbk.,0,88,86,88,0,26443800,2309439000,446,12.9,88,5221800,87,1476100,91480783837,91480783837,23702671092,6698500,6816700,0,0,0
317,GJTL,Gajah Tunggal Tbk.,0,875,845,850,-20,9683100,8270556500,1522,166.9,855,27700,850,543000,3484800000,3484800000,1393920000,1217300,32300,0,0,0
318,GLOB,Globe Kita Terang Tbk.,0,0,0,111,0,0,0,0,9.7,113,30500,104,100,1111112000,1111112000,114555647,0,0,0,0,0
319,GLVA,Galva Technologies Tbk.,0,690,650,660,0,44800,29590500,57,292.0,660,133100,655,600,1500000000,1500000000,480900000,0,0,0,0,0
320,GMFI,Garuda Maintenance Facility Aero Asia Tbk.,0,80,79,79,-1,746600,59017500,48,19.8,80,132400,79,462700,28233511500,28233511500,2823351150,54200,1600,0,0,0
321,GMTD,Gowa Makassar Tourism Development Tbk.,0,0,0,15050,0,0,0,0,2617.4,16350,100,0,0,101538000,101538000,5310437,0,0,0,0,0
322,GOLD,Visi Telekomunikasi Infrastruktur Tbk.,0,350,288,290,-18,222100,71214600,220,171.6,296,5000,290,3300,1277276000,1277276000,69739270,5800,11100,0,0,0
323,GOLL,Golden Plantation Tbk.,0,0,0,50,0,0,0,0,17.4,0,0,0,0,3665000759,3665000759,864207179,0,0,0,0,0
324,GOOD,Garudafood Putra Putri Jaya Tbk.,0,418,416,416,-2,1804600,752006600,263,161.9,418,17200,416,76700,36897901455,36897901455,7534551477,0,58100,0,0,0
325,GOTO,GoTo Gojek Tokopedia Tbk.,75,78,74,76,1,3357085400,254562355300,13436,22.5,77,27420500,76,709864100,1201409662836,1150837932836,838648098480,1157481800,255962300,76219878,650995158,68
326,GPRA,Perdana Gapuraprima Tbk.,0,99,97,99,1,3497900,342096400,191,42.7,99,2605000,98,160800,4276655336,4276655336,1086698121,0,519800,0,0,0
327,GPSO,Geoprima Solusi Tbk.,0,126,121,124,1,101100,12300900,28,68.9,124,83000,123,100,666741103,666741103,131814716,0,0,0,0,0
